From	To
Q07666	KHDRBS1
Q07812	BAX
Q07817	BCL2L1
Q07820	MCL1
Q07864	POLE
Q07866	KLC1
Q07889	SOS1
Q07890	SOS2
Q07954	LRP1
Q07955	SRSF1
Q07960	ARHGAP1
Q08170	SRSF4
Q08188	TGM3
Q08209	PPP3CA
Q08211	DHX9
Q08257	CRYZ
Q08378	GOLGA3
Q08379	GOLGA2
Q08380	LGALS3BP
Q08426	EHHADH
Q08431	MFGE8
Q08477	CYP4F3
Q08495	DMTN
Q08499	PDE4D
Q08554	DSC1
Q08623	PUDP
Q08722	CD47
Q08752	PPID
Q08945	SSRP1
Q08999	RBL2
Q08AD1	CAMSAP2
Q08AE8	SPIRE1
Q08AF3	SLFN5
Q08AM6	VAC14
Q08J23	NSUN2
Q09028	RBBP4
Q09161	NCBP1
Q09327	MGAT3
Q09328	MGAT5
Q09472	EP300
Q09666	AHNAK
Q0JRZ9	FCHO2
Q0P6H9	TMEM62
Q0VD83	APOBR
Q0VDF9	HSPA14
Q0VDG4	SCRN3
Q0VF96	CGNL1
Q0ZGT2	NEXN
Q10469	MGAT2
Q10471	GALNT2
Q10472	GALNT1
Q10567	AP1B1
Q10570	CPSF1
Q10588	BST1
Q10589	BST2
Q10713	PMPCA
Q11201	ST3GAL1
Q11206	ST3GAL4
Q12765	SCRN1
Q12767	TMEM94
Q12768	WASHC5
Q12769	NUP160
Q12772	SREBF2
Q12774	ARHGEF5
Q12788	TBL3
Q12789	GTF3C1
Q12791	KCNMA1
Q12792	TWF1
Q12797	ASPH
Q12800	TFCP2
Q12802	AKAP13
Q12809	KCNH2
Q12815	TROAP
Q12824	SMARCB1
Q12830	BPTF
Q12834	CDC20
Q12846	STX4
Q12849	GRSF1
Q12851	MAP4K2
Q12857	NFIA
Q12860	CNTN1
Q12872	SFSWAP
Q12873	CHD3
Q12874	SF3A3
Q12882	DPYD
Q12888	TP53BP1
Q12893	TMEM115
Q12899	TRIM26
Q12904	AIMP1
Q12905	ILF2
Q12906	ILF3
Q12907	LMAN2
Q12912	IRAG2
Q12913	PTPRJ
Q12929	EPS8
Q12931	TRAP1
Q12933	TRAF2
Q12959	DLG1
Q12965	MYO1E
Q12968	NFATC3
Q12972	PPP1R8
Q12974	PTP4A2
Q12979	ABR
Q12980	NPRL3
Q12982	BNIP2
Q12983	BNIP3
Q12986	NFX1
Q12996	CSTF3
Q13009	TIAM1
Q13011	ECH1
Q13033	STRN3
Q13042	CDC16
Q13043	STK4
Q13045	FLII
Q13049	TRIM32
Q13057	COASY
Q13061	TRDN
Q13075	NAIP
Q13084	MRPL28
Q13085	ACACA
Q13093	PLA2G7
Q13094	LCP2
Q13098	GPS1
Q13105	ZBTB17
Q13107	USP4
Q13111	CHAF1A
Q13112	CHAF1B
Q13113	PDZK1IP1
Q13114	TRAF3
Q13123	IK
Q13126	MTAP
Q13127	REST
Q13129	RLF
Q13131	PRKAA1
Q13136	PPFIA1
Q13137	CALCOCO2
Q13144	EIF2B5
Q13148	TARDBP
Q13151	HNRNPA0
Q13153	PAK1
Q13155	AIMP2
Q13158	FADD
Q13162	PRDX4
Q13163	MAP2K5
Q13164	MAPK7
Q13177	PAK2
Q13185	CBX3
Q13188	STK3
Q13190	STX5
Q13191	CBLB
Q13200	PSMD2
Q13201	MMRN1
Q13206	DDX10
Q13217	DNAJC3
Q13231	CHIT1
Q13232	NME3
Q13233	MAP3K1
Q13242	SRSF9
Q13243	SRSF5
Q13247	SRSF6
Q13257	MAD2L1
Q13261	IL15RA
Q13263	TRIM28
Q13277	STX3
Q13283	G3BP1
Q13286	CLN3
Q13287	NMI
Q13303	KCNAB2
Q13310	PABPC4
Q13315	ATM
Q13322	GRB10
Q13325	IFIT5
Q13347	EIF3I
Q13356	PPIL2
Q13362	PPP2R5C
Q13363	CTBP1
Q13367	AP3B2
Q13370	PDE3B
Q13371	PDCL
Q13393	PLD1
Q13395	TARBP1
Q13404	UBE2V1
Q13405	MRPL49
Q13409	DYNC1I2
Q13415	ORC1
Q13416	ORC2
Q13418	ILK
Q13422	IKZF1
Q13423	NNT
Q13426	XRCC4
Q13427	PPIG
Q13428	TCOF1
Q13433	SLC39A6
Q13435	SF3B2
Q13438	OS9
Q13439	GOLGA4
Q13442	PDAP1
Q13443	ADAM9
Q13444	ADAM15
Q13445	TMED1
Q13451	FKBP5
Q13459	MYO9B
Q13464	ROCK1
Q13469	NFATC2
Q13480	GAB1
Q13485	SMAD4
Q13488	TCIRG1
Q13489	BIRC3
Q13490	BIRC2
Q13492	PICALM
Q13496	MTM1
Q13501	SQSTM1
Q13503	MED21
Q13505	MTX1
Q13509	TUBB3
Q13510	ASAH1
Q13515	BFSP2
Q13522	PPP1R1A
Q13523	PRP4K
Q13526	PIN1
Q13530	SERINC3
Q13535	ATR
Q13541	EIF4EBP1
Q13542	EIF4EBP2
Q13546	RIPK1
Q13547	HDAC1
Q13555	CAMK2G
Q13557	CAMK2D
Q13561	DCTN2
Q13563	PKD2
Q13564	NAE1
Q13568	IRF5
Q13571	LAPTM5
Q13572	ITPK1
Q13573	SNW1
Q13574	DGKZ
Q13576	IQGAP2
Q13586	STIM1
Q13595	TRA2A
Q13596	SNX1
Q13601	KRR1
Q13608	PEX6
Q13610	PWP1
Q13613	MTMR1
Q13615	MTMR3
Q13616	CUL1
Q13617	CUL2
Q13618	CUL3
Q13619	CUL4A
Q13620	CUL4B
Q13625	TP53BP2
Q13627	DYRK1A
Q13630	GFUS
Q13636	RAB31
Q13637	RAB32
Q13642	FHL1
Q13643	FHL3
Q13651	IL10RA
Q13671	RIN1
Q13685	AAMP
Q13724	MOGS
Q13740	ALCAM
Q13769	THOC5
Q13772	NCOA4
Q13795	ARFRP1
Q13813	SPTAN1
Q13822	ENPP2
Q13823	GNL2
Q13825	AUH
Q13838	DDX39B
Q13867	BLMH
Q13868	EXOSC2
Q13884	SNTB1
Q13889	GTF2H3
Q13895	BYSL
Q13905	RAPGEF1
Q13907	IDI1
Q13948	CUX1
Q13951	CBFB
Q13952	NFYC
Q14004	CDK13
Q14005	IL16
Q14008	CKAP5
Q14011	CIRBP
Q14012	CAMK1
Q14019	COTL1
Q14050	COL9A3
Q14055	COL9A2
Q14061	COX17
Q14088	RAB33A
Q14103	HNRNPD
Q14108	SCARB2
Q14114	LRP8
Q14116	IL18
Q14118	DAG1
Q14119	VEZF1
Q14137	BOP1
Q14139	UBE4A
Q14141	SEPTIN6
Q14142	TRIM14
Q14146	URB2
Q14149	MORC3
Q14151	SAFB2
Q14152	EIF3A
Q14155	ARHGEF7
Q14156	EFR3A
Q14157	UBAP2L
Q14160	SCRIB
Q14161	GIT2
Q14162	SCARF1
Q14165	MLEC
Q14166	TTLL12
Q14181	POLA2
Q14185	DOCK1
Q14186	TFDP1
Q14191	WRN
Q14195	DPYSL3
Q14197	MRPL58
Q14202	ZMYM3
Q14203	DCTN1
Q14204	DYNC1H1
Q14207	NPAT
Q14232	EIF2B1
Q14240	EIF4A2
Q14241	ELOA
Q14242	SELPLG
Q14244	MAP7
Q14246	ADGRE1
Q14247	CTTN
Q14254	FLOT2
Q14257	RCN2
Q14258	TRIM25
Q14289	PTK2B
Q14314	FGL2
Q14315	FLNC
Q14318	FKBP8
Q14331	FRG1
Q14344	GNA13
Q14376	GALE
Q14392	LRRC32
Q14393	GAS6
Q14432	PDE3A
Q14435	GALNT3
Q14442	PIGH
Q14444	CAPRIN1
Q14457	BECN1
Q14498	RBM39
Q14511	NEDD9
Q14517	FAT1
Q14525	KRT33B
Q14527	HLTF
Q14534	SQLE
Q14554	PDIA5
Q14558	PRPSAP1
Q14562	DHX8
Q14566	MCM6
Q14571	ITPR2
Q14573	ITPR3
Q14596	NBR1
Q14624	ITIH4
Q14642	INPP5A
Q14643	ITPR1
Q14644	RASA3
Q14651	PLS1
Q14653	IRF3
Q14657	LAGE3
Q14667	BLTP2
Q14669	TRIP12
Q14671	PUM1
Q14676	MDC1
Q14677	CLINT1
Q14683	SMC1A
Q14684	RRP1B
Q14686	NCOA6
Q14689	DIP2A
Q14690	PDCD11
Q14692	BMS1
Q14693	LPIN1
Q14694	USP10
Q14696	MESD
Q14697	GANAB
Q14699	RFTN1
Q14722	KCNAB1
Q14728	MFSD10
Q14738	PPP2R5D
Q14739	LBR
Q14746	COG2
Q14764	MVP
Q14766	LTBP1
Q14774	HLX
Q14789	GOLGB1
Q14790	CASP8
Q147X3	NAA30
Q14807	KIF22
Q14814	MEF2D
Q14839	CHD4
Q14847	LASP1
Q14849	STARD3
Q14865	ARID5B
Q14894	CRYM
Q14914	PTGR1
Q14934	NFATC4
Q14938	NFIX
Q14956	GPNMB
Q14964	RAB39A
Q14966	ZNF638
Q14974	KPNB1
Q14978	NOLC1
Q14980	NUMA1
Q14997	PSME4
Q14BN4	SLMAP
Q14C86	GAPVD1
Q14CM0	FRMPD4
Q14CS0	UBXN2B
Q14CX7	NAA25
Q14CZ7	FASTKD3
Q15003	NCAPH
Q15004	PCLAF
Q15005	SPCS2
Q15006	EMC2
Q15007	WTAP
Q15008	PSMD6
Q15014	MORF4L2
Q15018	ABRAXAS2
Q15019	SEPTIN2
Q15020	SART3
Q15021	NCAPD2
Q15022	SUZ12
Q15024	EXOSC7
Q15025	TNIP1
Q15027	ACAP1
Q15029	EFTUD2
Q15031	LARS2
Q15036	SNX17
Q15042	RAB3GAP1
Q15046	KARS1
Q15047	SETDB1
Q15048	LRRC14
Q15049	MLC1
Q15050	RRS1
Q15052	ARHGEF6
Q15054	POLD3
Q15056	EIF4H
Q15057	ACAP2
Q15059	BRD3
Q15061	WDR43
Q15063	POSTN
Q15067	ACOX1
Q15070	OXA1L
Q15075	EEA1
Q15080	NCF4
Q15084	PDIA6
Q15102	PAFAH1B3
Q15111	PLCL1
Q15118	PDK1
Q15119	PDK2
Q15120	PDK3
Q15121	PEA15
Q15124	PGM5
Q15125	EBP
Q15126	PMVK
Q15149	PLEC
Q15154	PCM1
Q15155	NOMO1
Q15165	PON2
Q15170	TCEAL1
Q15172	PPP2R5A
Q15181	PPA1
Q15185	PTGES3
Q15208	STK38
Q15223	NECTIN1
Q15233	NONO
Q15257	PTPA
Q15269	PWP2
Q15274	QPRT
Q15276	RABEP1
Q15283	RASA2
Q15286	RAB35
Q15287	RNPS1
Q15291	RBBP5
Q15293	RCN1
Q15311	RALBP1
Q15323	KRT31
Q15326	ZMYND11
Q15345	LRRC41
Q15349	RPS6KA2
Q15363	TMED2
Q15365	PCBP1
Q15366	PCBP2
Q15369	ELOC
Q15370	ELOB
Q15382	RHEB
Q15386	UBE3C
Q15388	TOMM20
Q15389	ANGPT1
Q15390	MTFR1
Q15392	DHCR24
Q15393	SF3B3
Q15397	PUM3
Q15398	DLGAP5
Q15399	TLR1
Q15404	RSU1
Q15418	RPS6KA1
Q15424	SAFB
Q15427	SF3B4
Q15428	SF3A2
Q15435	PPP1R7
Q15436	SEC23A
Q15437	SEC23B
Q15438	CYTH1
Q15459	SF3A1
Q15477	SKIC2
Q15526	SURF1
Q15528	MED22
Q15532	SS18
Q15542	TAF5
Q15544	TAF11
Q15545	TAF7
Q15554	TERF2
Q15555	MAPRE2
Q15582	TGFBI
Q15596	NCOA2
Q155Q3	DIXDC1
Q15628	TRADD
Q15629	TRAM1
Q15631	TSN
Q15633	TARBP2
Q15637	SF1
Q15642	TRIP10
Q15643	TRIP11
Q15645	TRIP13
Q15646	OASL
Q15648	MED1
Q15650	TRIP4
Q15651	HMGN3
Q15652	JMJD1C
Q15653	NFKBIB
Q15654	TRIP6
Q15669	RHOH
Q15691	MAPRE1
Q15714	TSC22D1
Q15717	ELAVL1
Q15723	ELF2
Q15738	NSDHL
Q15746	MYLK
Q15750	TAB1
Q15751	HERC1
Q15758	SLC1A5
Q15762	CD226
Q15785	TOMM34
Q15788	NCOA1
Q15796	SMAD2
Q15811	ITSN1
Q15813	TBCE
Q15814	TBCC
Q15819	UBE2V2
Q15831	STK11
Q15833	STXBP2
Q15836	VAMP3
Q15843	NEDD8
Q15853	USF2
Q15904	ATP6AP1
Q15907	RAB11B
Q15910	EZH2
Q15942	ZYX
Q16134	ETFDH
Q16181	SEPTIN7
Q16186	ADRM1
Q16204	CCDC6
Q16222	UAP1
Q16254	E2F4
Q16270	IGFBP7
Q16352	INA
Q16401	PSMD5
Q16512	PKN1
Q16513	PKN2
Q16531	DDB1
Q16537	PPP2R5E
Q16539	MAPK14
Q16540	MRPL23
Q16543	CDC37
Q16549	PCSK7
Q16555	DPYSL2
Q16563	SYPL1
Q16576	RBBP7
Q16581	C3AR1
Q16595	FXN
Q16610	ECM1
Q16611	BAK1
Q16619	CTF1
Q16621	NFE2
Q16629	SRSF7
Q16630	CPSF6
Q16637	SMN1
Q16637	SMN2
Q16643	DBN1
Q16644	MAPKAPK3
Q16658	FSCN1
Q16666	IFI16
Q16678	CYP1B1
Q16698	DECR1
Q16706	MAN2A1
Q16718	NDUFA5
Q16719	KYNU
Q16740	CLPP
Q16762	TST
Q16763	UBE2S
Q16769	QPCT
Q16773	KYAT1
Q16774	GUK1
Q16775	HAGH
Q16795	NDUFA9
Q16798	ME3
Q16799	RTN1
Q16822	PCK2
Q16827	PTPRO
Q16831	UPP1
Q16836	HADH
Q16850	CYP51A1
Q16851	UGP2
Q16853	AOC3
Q16854	DGUOK
Q16864	ATP6V1F
Q16873	LTC4S
Q16875	PFKFB3
Q16877	PFKFB4
Q16881	TXNRD1
Q16891	IMMT
Q17R31	TATDN3
Q17RN3	FAM98C
Q1ED39	KNOP1
Q1KMD3	HNRNPUL2
Q27J81	INF2
Q29RF7	PDS5A
Q2KHT3	CLEC16A
Q2LD37	BLTP1
Q2M1Z3	ARHGAP31
Q2M2I8	AAK1
Q2M385	MPEG1
Q2M389	WASHC4
Q2M3D2	EXOC3L2
Q2NKX8	ERCC6L
Q2NL82	TSR1
Q2NL98	VMAC
Q2PPJ7	RALGAPA2
Q2PZI1	DPY19L1
Q2T9J0	TYSND1
Q2TAA2	IAH1
Q2TAA5	ALG11
Q2TAC2	CCDC57
Q2TAL8	QRICH1
Q2TAY7	SMU1
Q2TAZ0	ATG2A
Q2TB10	ZNF800
Q2TB90	HKDC1
Q2TBE0	CWF19L2
Q2VPB7	AP5B1
Q2VPK5	CTU2
Q30154	HLA-DRB5
Q30201	HFE
Q32M88	PGGHG
Q32MZ4	LRRFIP1
Q32NB8	PGS1
Q32NC0	C18orf21
Q32P28	P3H1
Q32P41	TRMT5
Q32P44	EML3
Q330K2	NDUFAF6
Q38SD2	LRRK1
Q3B726	POLR1F
Q3KQU3	MAP7D1
Q3KQV9	UAP1L1
Q3KQZ1	SLC25A35
Q3KRA6	C2orf76
Q3LXA3	TKFC
Q3MHD2	LSM12
Q3MIT2	PUS10
Q3MIX3	ADCK5
Q3SXM5	HSDL1
Q3T8J9	GON4L
Q3T906	GNPTAB
Q3V6T2	CCDC88A
Q3YBM2	TMEM176B
Q3YEC7	RABL6
Q3ZAQ7	VMA21
Q3ZCQ8	TIMM50
Q3ZCW2	LGALSL
Q460N5	PARP14
Q495B1	ANKDD1A
Q495W5	FUT11
Q495X7	TRIM60
Q49A26	GLYR1
Q49AR2	C5orf22
Q4ADV7	RIC1
Q4AE62	GTDC1
Q4G0F5	VPS26B
Q4G0I0	UQCC4
Q4G0J3	LARP7
Q4G0N0	GGTA1
Q4G0N4	NADK2
Q4G0X4	KCTD21
Q4G148	GXYLT1
Q4G176	ACSF3
Q4KMP7	TBC1D10B
Q4KMQ2	ANO6
Q4L180	FILIP1L
Q4LE39	ARID4B
Q4V328	GRIPAP1
Q4VC31	MIX23
Q4VX76	SYTL3
Q4ZIN3	TMEM259
Q504Q3	PAN2
Q52LJ0	FAM98B
Q53EL6	PDCD4
Q53EP0	FNDC3B
Q53ET0	CRTC2
Q53EU6	GPAT3
Q53EZ4	CEP55
Q53F19	NCBP3
Q53FA7	TP53I3
Q53FT3	HIKESHI
Q53FV1	ORMDL2
Q53FZ2	ACSM3
Q53GL0	PLEKHO1
Q53GL7	PARP10
Q53GQ0	HSD17B12
Q53GS7	GLE1
Q53GS9	USP39
Q53H12	AGK
Q53H47	SETMAR
Q53H76	PLA1A
Q53H82	LACTB2
Q53H96	PYCR3
Q53HC9	EIPR1
Q53HV7	SMUG1
Q53LP3	SOWAHC
Q53QV2	LBH
Q53QZ3	ARHGAP15
Q53SF7	COBLL1
Q53T59	HS1BP3
Q53TN4	CYBRD1
Q53TQ3	INO80D
Q562E7	WDR81
Q562R1	ACTBL2
Q567U6	CCDC93
Q56NI9	ESCO2
Q56P03	EAPP
Q56P42	PYDC2
Q58A45	PAN3
Q58EX2	SDK2
Q58FF8	HSP90AB2P
Q58FG0	HSP90AA5P
Q58FG1	HSP90AA4P
Q58WW2	DCAF6
Q5BJD5	TMEM41B
Q5BJF2	TMEM97
Q5BJF6	ODF2
Q5BJH2	TMEM128
Q5BJH7	YIF1B
Q5BKZ1	ZNF326
Q5C9Z4	NOM1
Q5D862	FLG2
Q5EB52	MEST
Q5EBL4	RILPL1
Q5EBM0	CMPK2
Q5EG05	CARD16
Q5F1R6	DNAJC21
Q5FWF5	ESCO1
Q5GLZ8	HERC4
Q5H8A4	PIGG
Q5H9R7	PPP6R3
Q5H9U9	DDX60L
Q5HYI8	RABL3
Q5HYJ3	FAM76B
Q5HYK3	COQ5
Q5HYW2	NHSL2
Q5I7T1	ALG10B
Q5J8M3	EMC4
Q5JPH6	EARS2
Q5JPI3	C3orf38
Q5JQS6	GCSAML
Q5JRA6	MIA3
Q5JRX3	PITRM1
Q5JS37	NHLRC3
Q5JSH3	WDR44
Q5JSL3	DOCK11
Q5JSP0	FGD3
Q5JSZ5	PRRC2B
Q5JTD0	TJAP1
Q5JTH9	RRP12
Q5JTJ3	COA6
Q5JTV8	TOR1AIP1
Q5JTZ9	AARS2
Q5JU69	TOR2A
Q5JU85	IQSEC2
Q5JVF3	PCID2
Q5JXA9	SIRPB2
Q5JXB2	UBE2NL
Q5K4L6	SLC27A3
Q5K651	SAMD9
Q5KU26	COLEC12
Q5M775	SPECC1
Q5M7Z0	RNFT1
Q5M8T2	SLC35D3
Q5MIZ7	PPP4R3B
Q5MNZ6	WDR45B
Q5MNZ9	WIPI1
Q5NDL2	EOGT
Q5PRF9	SAMD4B
Q5QJ74	TBCEL
Q5QJE6	DNTTIP2
Q5R372	RABGAP1L
Q5R3I4	TTC38
Q5RKV6	EXOSC6
Q5S007	LRRK2
Q5SGD2	PPM1L
Q5SNT2	TMEM201
Q5SNV9	C1orf167
Q5SQ64	LY6G6F
Q5SQS7	SH2D4B
Q5SR56	MFSD14B
Q5SRE5	NUP188
Q5SRE7	PHYHD1
Q5SSJ5	HP1BP3
Q5ST30	VARS2
Q5SVS4	SLC25A30
Q5SW79	CEP170
Q5SW96	LDLRAP1
Q5SWX8	ODR4
Q5SY16	NOL9
Q5T011	SZT2
Q5T013	HYI
Q5T0B9	ZNF362
Q5T0D9	TPRG1L
Q5T0F9	CC2D1B
Q5T0N5	FNBP1L
Q5T0Z8	C6orf132
Q5T124	UBXN11
Q5T160	RARS2
Q5T1M5	FKBP15
Q5T1V6	DDX59
Q5T200	ZC3H13
Q5T280	SPOUT1
Q5T292	TMEM273
Q5T2E6	ARMH3
Q5T2R2	PDSS1
Q5T2T1	MPP7
Q5T3F8	TMEM63B
Q5T3I0	GPATCH4
Q5T3J3	LRIF1
Q5T3U5	ABCC10
Q5T447	HECTD3
Q5T4S7	UBR4
Q5T5C0	STXBP5
Q5T5U3	ARHGAP21
Q5T5Y3	CAMSAP1
Q5T653	MRPL2
Q5T6F2	UBAP2
Q5T6V5	QNG1
Q5T749	KPRP
Q5T7V8	GORAB
Q5T870	PRR9
Q5T8D3	ACBD5
Q5T8I3	EEIG2
Q5T8P6	RBM26
Q5T9A4	ATAD3B
Q5T9L3	WLS
Q5T9S5	CCDC18
Q5TA45	INTS11
Q5TA50	CPTP
Q5TAX3	TUT4
Q5TBA9	FRY
Q5TBB1	RNASEH2B
Q5TC12	ATPAF1
Q5TC82	RC3H1
Q5TC84	OGFRL1
Q5TCZ1	SH3PXD2A
Q5TDH0	DDI2
Q5TEC6	H3-7
Q5TEJ8	THEMIS2
Q5TFE4	NT5DC1
Q5TFQ8	SIRPB1
Q5TGY1	TMCO4
Q5TGZ0	MICOS10
Q5THJ4	VPS13D
Q5THK1	PRR14L
Q5TKA1	LIN9
Q5TZA2	CROCC
Q5U3C3	TMEM164
Q5U5X0	LYRM7
Q5UAW9	GPR157
Q5UCC4	EMC10
Q5UE93	PIK3R6
Q5UIP0	RIF1
Q5VIR6	VPS53
Q5VSL9	STRIP1
Q5VST6	ABHD17B
Q5VT06	CEP350
Q5VT25	CDC42BPA
Q5VT52	RPRD2
Q5VT66	MTARC1
Q5VTB9	RNF220
Q5VTD9	GFI1B
Q5VTE6	ANGEL2
Q5VTH9	DNAI4
Q5VTL8	PRPF38B
Q5VTQ0	TTC39B
Q5VTR2	RNF20
Q5VU43	PDE4DIP
Q5VU65	NUP210L
Q5VU97	CACHD1
Q5VUA4	ZNF318
Q5VUM1	SDHAF4
Q5VV42	CDKAL1
Q5VV67	PPRC1
Q5VVJ2	MYSM1
Q5VVQ6	YOD1
Q5VW32	BROX
Q5VW36	FOCAD
Q5VW38	GPR107
Q5VWC8	HACD4
Q5VWJ9	SNX30
Q5VWN6	TASOR2
Q5VWQ0	RSBN1
Q5VWQ8	DAB2IP
Q5VWZ2	LYPLAL1
Q5VY43	PEAR1
Q5VYK3	ECPAS
Q5VYS8	TUT7
Q5VZ89	DENND4C
Q5VZE5	NAA35
Q5VZK9	CARMIL1
Q5VZL5	ZMYM4
Q5VZM2	RRAGB
Q5W0B1	OBI1
Q5W0V3	FHIP2A
Q5W0Z9	ZDHHC20
Q5W111	SPRYD7
Q5XKE5	KRT79
Q5XKP0	MICOS13
Q5XPI4	RNF123
Q5XUX1	FBXW9
Q5ZPR3	CD276
Q63HM1	AFMID
Q63HN8	RNF213
Q63ZY3	KANK2
Q641Q2	WASHC2A
Q641Q3	METRNL
Q658P3	STEAP3
Q658Y4	FAM91A1
Q659C4	LARP1B
Q66GS9	CEP135
Q66K14	TBC1D9B
Q66K74	MAP1S
Q66LE6	PPP2R2D
Q66PJ3	ARL6IP4
Q676U5	ATG16L1
Q684P5	RAP1GAP2
Q687X5	STEAP4
Q68CP4	HGSNAT
Q68CP9	ARID2
Q68CQ4	UTP25
Q68CQ7	GLT8D1
Q68CZ2	TNS3
Q68CZ6	HAUS3
Q68D06	SLFN13
Q68D10	SPTY2D1
Q68D91	MBLAC2
Q68DE3	USF3
Q68DH5	LMBRD2
Q68DK2	ZFYVE26
Q68DK7	MSL1
Q68DQ2	CRYBG3
Q68E01	INTS3
Q68EM7	ARHGAP17
Q69YH5	CDCA2
Q69YN2	CWF19L1
Q69YN4	VIRMA
Q69YQ0	SPECC1L
Q6AI08	HEATR6
Q6AZY7	SCARA3
Q6BCY4	CYB5R2
Q6BDS2	BLTP3A
Q6DD87	ZNF787
Q6DD88	ATL3
Q6DHV7	ADAL
Q6DKI1	RPL7L1
Q6DKK2	TTC19
Q6DN12	MCTP2
Q6DN90	IQSEC1
Q6EEV4	POLR2M
Q6FHJ7	SFRP4
Q6FI81	CIAPIN1
Q6FIF0	ZFAND6
Q6GMV2	SMYD5
Q6GMV3	PTRHD1
Q6GQQ9	OTUD7B
Q6GTX8	LAIR1
Q6GYQ0	RALGAPA1
Q6I9Y2	THOC7
Q6IA17	SIGIRR
Q6IA69	NADSYN1
Q6IA86	ELP2
Q6IAA8	LAMTOR1
Q6IAN0	DHRS7B
Q6IBS0	TWF2
Q6IC98	GRAMD4
Q6ICG6	KIAA0930
Q6ICL3	TANGO2
Q6IN85	PPP4R3A
Q6IPR1	ETFRF1
Q6IPR3	TYW3
Q6IQ22	RAB12
Q6IQ26	DENND5A
Q6IQ32	ADNP2
Q6IQ49	SDE2
Q6J4K2	SLC8B1
Q6JBY9	RCSD1
Q6JQN1	ACAD10
Q6K0P9	PYHIN1
Q6KC79	NIPBL
Q6KCM7	SLC25A25
Q6L8Q7	PDE12
Q6MZP7	LIN54
Q6N043	ZNF280D
Q6N063	OGFOD2
Q6N069	NAA16
Q6N075	MFSD5
Q6NT16	SLC18B1
Q6NT46	GAGE2A
Q6NUK1	SLC25A24
Q6NUK4	REEP3
Q6NUM9	RETSAT
Q6NUQ1	RINT1
Q6NUQ4	TMEM214
Q6NUT3	MFSD12
Q6NVY1	HIBCH
Q6NXE6	ARMC6
Q6NXP0	EFCAB12
Q6NXR4	TTI2
Q6NXS1	PPP1R2B
Q6NXT1	ANKRD54
Q6NXT4	SLC30A6
Q6NXT6	TAPT1
Q6NYC1	JMJD6
Q6NYC8	PPP1R18
Q6NZI2	CAVIN1
Q6NZY4	ZCCHC8
Q6P0Q8	MAST2
Q6P158	DHX57
Q6P161	MRPL54
Q6P179	ERAP2
Q6P1A2	LPCAT3
Q6P1J9	CDC73
Q6P1L8	MRPL14
Q6P1M0	SLC27A4
Q6P1N0	CC2D1A
Q6P1N9	TATDN1
Q6P1Q0	LETMD1
Q6P1Q9	METTL2B
Q6P1R4	DUS1L
Q6P1X5	TAF2
Q6P1X6	C8orf82
Q6P2C8	MED27
Q6P2E9	EDC4
Q6P2H3	CEP85
Q6P2H8	TMEM53
Q6P2P2	PRMT9
Q6P2Q9	PRPF8
Q6P3S1	DENND1B
Q6P3S6	FBXO42
Q6P3W7	SCYL2
Q6P3X3	TTC27
Q6P4A7	SFXN4
Q6P4A8	PLBD1
Q6P4E1	GOLM2
Q6P4Q7	CNNM4
Q6P4R8	NFRKB
Q6P589	TNFAIP8L2
Q6P5X5	C22orf39
Q6P6B7	ANKRD16
Q6P6C2	ALKBH5
Q6P996	PDXDC1
Q6P9B6	MEAK7
Q6P9G4	TMEM154
Q6PCB5	RSBN1L
Q6PCB7	SLC27A1
Q6PCE3	PGM2L1
Q6PCT2	FBXL19
Q6PD62	CTR9
Q6PD74	AAGAB
Q6PFW1	PPIP5K1
Q6PGN9	PSRC1
Q6PGP7	SKIC3
Q6PHR2	ULK3
Q6PI26	SHQ1
Q6PI47	KCTD18
Q6PI48	DARS2
Q6PI73	LILRA6
Q6PI78	TMEM65
Q6PID6	TTC33
Q6PID8	KLHDC10
Q6PIU2	NCEH1
Q6PIY7	TENT2
Q6PJ69	TRIM65
Q6PJF5	RHBDF2
Q6PJG2	MIDEAS
Q6PJG6	BRAT1
Q6PJI9	WDR59
Q6PJT7	ZC3H14
Q6PJW8	CNST
Q6PK18	OGFOD3
Q6PKC3	TXNDC11
Q6PKG0	LARP1
Q6PL18	ATAD2
Q6PL24	TMED8
Q6PML9	SLC30A9
Q6Q0C0	TRAF7
Q6Q759	SPAG17
Q6QHF9	PAOX
Q6QNY0	BLOC1S3
Q6QNY1	BLOC1S2
Q6R327	RICTOR
Q6RFH5	WDR74
Q6RW13	AGTRAP
Q6SPF0	SAMD1
Q6SZW1	SARM1
Q6UB35	MTHFD1L
Q6UB98	ANKRD12
Q6ULP2	AFTPH
Q6UN15	FIP1L1
Q6UUV7	CRTC3
Q6UVK1	CSPG4
Q6UW02	CYP20A1
Q6UW63	POGLUT2
Q6UW68	TMEM205
Q6UWD8	C16orf54
Q6UWE0	LRSAM1
Q6UWJ1	TMCO3
Q6UWL2	SUSD1
Q6UWP2	DHRS11
Q6UWP7	LCLAT1
Q6UWU4	C6orf89
Q6UWZ7	ABRAXAS1
Q6UX04	CWC27
Q6UX06	OLFM4
Q6UX07	DHRS13
Q6UX27	VSTM1
Q6UX53	TMT1B
Q6UX65	DRAM2
Q6UX71	PLXDC2
Q6UX98	ZDHHC24
Q6UXD7	SLC49A3
Q6UXH1	CRELD2
