,term_name,rank,p_value,z_score,combined_score,adj_p_value,genes,n_genes,db,significant,sample_id,direction
28971,cdk6,120,0.11082759657526697,1.4322814434546278,3.1507033133088944,0.2798396813525491,"BAIAP2L1,BBC3,BCL11A,DPYSL3,EPB41L3,HMGA2,JAG1,JUND,MMP14,MYC,PODXL,PPP1R13L,SH2D4A,SORBS3,TCOF1,WDFY4",16,The_Kinase_Library_2023,False,GVD_Late,both
28972,erk5,121,0.1127358989290722,1.4281412331551608,3.117214399794707,0.28219348486173496,"BBC3,BCL11A,CDC42EP3,DBN1,FRMD4A,HMGA2,JUND,KANK1,MYC,PACSIN3,PODXL,PPP1R13L,SENP6,SORBS3,TCOF1,WDFY4",16,The_Kinase_Library_2023,False,GVD_Late,both
28973,pkch,122,0.11449313321662877,1.3691328095335455,2.9672399784408157,0.28219348486173496,"ARRB1,CHN2,DENND1C,DOCK7,GAS7,HOXA9,IFI16,IL16,MARCKSL1,MMP14,MYOF,NCF1,NDUFS4,PIK3AP1,PLEKHO1,PPP1R13L,PTPN22,STK39,TBC1D4,TFEB",20,The_Kinase_Library_2023,False,GVD_Late,both
28974,atr,123,0.11455379088446667,1.40821617833837,3.0511971698393188,0.28219348486173496,"APOBR,CTTN,DBN1,DENND1C,DOCK9,KANK1,MAML3,MARCKSL1,MYOF,NCF1,NKD2,PALM,PPP1R13L,SLK,TBC1D4,TFAM,UPF3A",17,The_Kinase_Library_2023,False,GVD_Late,both
28975,camk4,124,0.1178123101166579,1.387558869701727,2.967520139326905,0.28788008036570434,"APOBEC3B,APOBEC3G,ARRB1,CDKN1A,CHN2,DOCK7,KANK1,KSR1,MARCKSL1,NCF1,PIK3AP1,PPP1R13L,RAB18,SLK,TBC1D4,TCOF1,TFEB,TP53I11",18,The_Kinase_Library_2023,False,GVD_Late,both
28976,gsk3b,125,0.12056700819863994,1.4118085027175937,2.9867509075157015,0.2900404419138257,"BAIAP2L1,CLIC6,DBN1,DOCK7,DPYSL3,HMX2,MARCKSL1,NCF1,NDUFV1,PALM,PPP1R13L,RFTN1,SH3PXD2B,TFEB,TRIM16,ZNF512B",16,The_Kinase_Library_2023,False,GVD_Late,both
28977,dcamkl2,126,0.1215165160963979,1.3806268919050875,2.9099543281358438,0.2900404419138257,"APOBEC3B,APOBEC3G,CDKN1A,DOCK7,IFI16,IL16,MAP3K20,MARCKSL1,MYOF,PIK3AP1,RAB18,RUNX2,RUNX3,SGPL1,SLK,STK32C,TBC1D4,TFEB",18,The_Kinase_Library_2023,False,GVD_Late,both
28978,chk1,127,0.12156810601668601,1.4097921855831073,2.9708277648637544,0.2900404419138257,"ALDH1A3,CDC42EP3,CTTN,DNMT3A,DOCK7,INPP5F,KSR1,MAP3K20,NTHL1,PPP1R13L,PTPN22,RFTN1,TBC1D4,TNFAIP3,TP53I11,USP28",16,The_Kinase_Library_2023,False,GVD_Late,both
28979,phkg2,128,0.12338533937359152,1.3648246314719337,2.855817719454907,0.29153444275010737,"APOBEC3B,ARRB1,CHN2,DENND1C,DOCK7,HOXA9,IFI16,MARCKSL1,MYOF,NCF1,PHYKPL,PIK3AP1,PTPN22,RUNX2,RUNX3,SGPL1,SLK,STK39,TXNIP",19,The_Kinase_Library_2023,False,GVD_Late,both
28980,smg1,129,0.12411862414113482,1.3895191975095122,2.899256156055019,0.29153444275010737,"BATF3,DBN1,DNMBP,DOCK7,DOCK9,FRMD4A,IL16,KANK1,MAML3,MYOF,NCF1,NFIX,SLK,SORBS3,STK39,TCOF1,ZBTB33",17,The_Kinase_Library_2023,False,GVD_Late,both
28981,zak,130,0.12816544524396034,1.3686542232551384,2.811808824356569,0.29872407622246144,"BAIAP2L1,CDC42EP1,CTTN,DNMBP,DOCK7,DOCK9,FLT3,GIPC3,HCK,MAP3K20,NCF1,PIP4K2A,RET,SH2D4A,SLK,STK39,TBC1D4,TCEA1",18,The_Kinase_Library_2023,False,GVD_Late,both
28982,skmlck,131,0.1310876699402769,1.3767125929417814,2.7973270958852265,0.3032027785641519,"APOBEC3G,CDC42EP1,CLIC6,CTTN,DOCK7,EPB41L3,GAS7,KSR1,NCF1,NKD2,RAB18,RET,RUNX2,RUNX3,SLK,TCOF1,UACA",17,The_Kinase_Library_2023,False,GVD_Late,both
28983,pkca,132,0.13368151522549543,1.3474281917303452,2.7114230939753066,0.3068598417676145,"ARRB1,BBC3,DENND1C,DOCK7,GAS7,HOXA9,IFI16,IL16,KANK1,MARCKSL1,MMP14,NCF1,NDUFS4,PIK3AP1,PLEKHO1,PPP1R13L,PTPN22,STK39,TBC1D4",19,The_Kinase_Library_2023,False,GVD_Late,both
28984,tbk1,133,0.1350283776115718,1.3840759678597516,2.7712942284458477,0.3076210407241072,"APOBR,BBC3,BCL11A,CDC42EP1,DENND1C,FRMD4A,IKZF2,MAP3K20,MVP,PDLIM1,PPP1R13L,RFTN1,RUNX2,SH3PXD2B,SMAD3,TCOF1",16,The_Kinase_Library_2023,False,GVD_Late,both
28985,prkd1,134,0.1404241865189549,1.3744240885180483,2.6981147940128216,0.3150992594103796,"ALDH1A3,APOBR,CLIC6,CTTN,DNMBP,KSR1,MAP3K20,MYC,NKD2,NTHL1,PPP1R13L,RET,RFTN1,SH3PXD2B,TBC1D4,TCOF1",16,The_Kinase_Library_2023,False,GVD_Late,both
28986,tlk1,135,0.1404241865189549,1.3744240885180483,2.6981147940128216,0.3150992594103796,"ACOT1,ATF4,CPNE3,DBN1,DNMBP,DNMT3B,EPHB4,FRMD4A,FTH1,IFI16,PIK3AP1,PPP1R13L,RAB34,SELPLG,SLK,TCOF1",16,The_Kinase_Library_2023,False,GVD_Late,both
28987,mlk3,136,0.1414306906924476,1.3588057301254788,2.657749953657488,0.3150992594103796,"AKAP7,BCL11A,CDKN1A,DBN1,HOXA9,IFI16,LPP,MYC,NFIX,RET,RRAS2,SH2D4A,STK39,TBC1D4,TCEA1,TCOF1,TRIM9",17,The_Kinase_Library_2023,False,GVD_Late,both
28988,mapkapk5,137,0.14261619796892014,1.3705995151778285,2.6693771311484245,0.315421226164838,"ACOT7,ALDH1A3,BAIAP2L1,CDC42EP3,CDKN1A,DOCK7,DOCK9,IL16,KSR1,NCF1,NTHL1,PRDX2,PTGFRN,SCAMP2,TBC1D4,ZNF556",16,The_Kinase_Library_2023,False,GVD_Late,both
28990,pkr,139,0.14547087065637435,1.3289267776502676,2.5618776847845175,0.31710556697037,"AKAP7,BANK1,BATF,CDC42EP1,CHN2,CTTN,GIPC3,HOXA9,IFI16,MYOF,NCF1,PIP4K2A,PLEKHO1,PRKACB,SLK,TBC1D4,TCEA1,TCOF1,TFEB",19,The_Kinase_Library_2023,False,GVD_Late,both
28991,dapk2,140,0.15666438003735145,1.3344743683061246,2.4736477036161557,0.33906647965226777,"APBB1IP,APOBEC3B,APOBEC3G,CDC42EP1,CDKN1A,CLIC6,DOCK7,EPB41L3,GAS7,KANK1,KSR1,NCF1,PLEKHO1,PRDX2,SNAP25,UACA,ZNF512B",17,The_Kinase_Library_2023,False,GVD_Late,both
28992,lrrk2,141,0.16342513002084286,1.3132199287924977,2.3787669912137086,0.3495448721323362,"BAIAP2L1,BANK1,CDKN1A,DNAJC1,DOCK7,EPB41L3,FRMD4A,HOXA9,KSR1,MMP14,MYOF,PLSCR1,PPP1R13L,PRKACB,SLK,STK39,TBC1D4,TCOF1",18,The_Kinase_Library_2023,False,GVD_Late,both
28993,nlk,142,0.16381310839205196,1.3499786598378147,2.4421506583606627,0.3495448721323362,"BBC3,BCL11A,CDC42EP1,DBN1,FRMD4A,MMP14,MYC,NFIX,PODXL,PPP1R13L,SENP6,SH2D4A,SORBS3,TCOF1,WDFY4",15,The_Kinase_Library_2023,False,GVD_Late,both
28994,khs1,143,0.16575579784821118,1.3209423975945795,2.374050080130922,0.35120988907536005,"BAIAP2L1,BANK1,CSRP2,DOCK7,DOCK9,GIPC3,HCK,KSR1,LPP,MMP14,PIP4K2A,PLEKHO1,PLSCR1,PPP1R13L,PRKACB,SLK,TBC1D4",17,The_Kinase_Library_2023,False,GVD_Late,both
28995,snrk,144,0.16691163045165627,1.3192693763370085,2.361875781783828,0.35120988907536005,"ACOT7,APOBEC3B,APOBEC3G,CHN2,DOCK7,MYC,MYOF,NCF1,PIK3AP1,PTPN22,PYCR1,RAB18,SLK,TBC1D4,TFAM,TFEB,TRIM22",17,The_Kinase_Library_2023,False,GVD_Late,both
28996,raf1,145,0.16917982682754848,1.328044928044928,2.359661019095762,0.3512228776027599,"APBB1IP,CDC42EP1,DOCK7,DOCK9,FRMD4A,IL16,LPP,MVP,MYOF,NCF1,PIK3AP1,PLEKHO1,PPP1R13L,RAB18,SENP6,TCOF1",16,The_Kinase_Library_2023,False,GVD_Late,both
28997,dlk,146,0.16923610603961367,1.3159354865186523,2.3377073622192635,0.3512228776027599,"APOBEC3G,APOBR,CTTN,DNMBP,DOCK7,DOCK9,FLT3,HOXA9,LPP,MAP3K20,NCF1,NFIX,PIP4K2A,SLK,SMAD3,TBC1D4,TFEB",17,The_Kinase_Library_2023,False,GVD_Late,both
28998,camk1a,147,0.1739359573783882,1.309315907698591,2.290082698189095,0.3585210550044328,"APOBEC3B,APOBEC3G,CDC42EP1,CDKN1A,CHN2,IFI16,KANK1,KSR1,MYOF,NCF1,PPP1R13L,RAB18,SLK,TBC1D4,TCOF1,TFEB,TP53I11",17,The_Kinase_Library_2023,False,GVD_Late,both
28999,alk2,148,0.17588801543166344,1.346001455486375,2.3392263777047884,0.3600950586202299,"ATAD1,DNAJC1,HMGN3,HMX3,IFI16,IL16,NDUFA10,PACSIN3,RET,SENP6,SH3PXD2B,STK39,TCOF1,VAT1L",14,The_Kinase_Library_2023,False,GVD_Late,both
29000,tnik,149,0.17870299867910544,1.302759826037475,2.243391602809755,0.36171136326305786,"BAIAP2L1,BANK1,DOCK7,GIPC3,HOXA9,IFI16,JUND,KSR1,LPP,MARCKSL1,MMP14,PIP4K2A,PPP1R13L,RET,SLK,TBC1D4,TCOF1",17,The_Kinase_Library_2023,False,GVD_Late,both
29001,brsk2,150,0.1802338114693075,1.312077160600909,2.248244632446821,0.36171136326305786,"ACOT7,ATF4,CDKN1A,EPB41L3,FRMD4A,FYTTD1,MYOF,NCF1,PLEKHO1,PPP1R13L,RAB18,SLK,TBC1D4,TCEA1,TFAM,TP53I11",16,The_Kinase_Library_2023,False,GVD_Late,both
29002,cot,151,0.18025879819380114,1.3247970716850386,2.2698565535534923,0.36171136326305786,"AKAP7,CADM1,DNAJC1,DNMT3A,GAS7,HMX3,IFI16,IKZF2,LPP,MAP3K20,MYOF,RRAS2,SDC2,TBC1D4,TCOF1",15,The_Kinase_Library_2023,False,GVD_Late,both
29003,msk2,152,0.18148417639824038,1.3103257103257104,2.2361845759544594,0.3617743779517555,"APOBEC3G,CDKN1A,CLIC6,DOCK7,GAS7,KSR1,LPP,NCF1,NKD2,PPP1R13L,PRDX2,PTGFRN,RET,SENP6,SLK,TFEB",16,The_Kinase_Library_2023,False,GVD_Late,both
29004,bmpr2,153,0.1828601002194503,1.3210031347962383,2.2444291056201284,0.3621347082777349,"ARRB1,CTTN,EPHB4,HCK,IFI16,IKZF2,MAP3K20,MYOF,NCALD,PACSIN3,RET,SELPLG,SLC16A1,STK39,TCOF1",15,The_Kinase_Library_2023,False,GVD_Late,both
29005,mekk2,154,0.18475498305070065,1.2946526332801358,2.1863119414432366,0.3625834582214059,"ARRB1,BAIAP2L1,CDC42EP1,CTTN,DOCK7,FRMD4A,GIPC3,IFI16,JUND,NCF1,PIP4K2A,PTEN,RET,SELPLG,SLK,SRPK3,TCEA1",17,The_Kinase_Library_2023,False,GVD_Late,both
29006,mapkapk2,155,0.18547998687893702,1.3172300723882566,2.2192801460604805,0.3625834582214059,"ALDH1A3,APOBR,CDKN1A,CLIC6,DNMBP,DOCK7,KSR1,NFIX,NKD2,PPP1R13L,PTGFRN,RFTN1,TBC1D4,TCEA1,TCOF1",15,The_Kinase_Library_2023,False,GVD_Late,both
29007,mpsk1,156,0.18679685269698992,1.3153513153513154,2.2068090999979164,0.36281696389223045,"BBC3,BCL11A,CAPG,CDKN1A,DBN1,DNAJC1,EPHB4,HOXA10,JUND,KSR1,NDUFA12,NR2F1,PACSIN3,PDLIM2,TCOF1",15,The_Kinase_Library_2023,False,GVD_Late,both
29008,aak1,157,0.18811830811440003,1.3134777126546673,2.1944064820700713,0.3630563526029504,"BCL11A,CAPG,CDKN1A,DOCK7,EPHB4,FYTTD1,GAS7,HMGA2,LPP,NCF1,PACSIN3,RFTN1,SLK,TCOF1,ZNF512B",15,The_Kinase_Library_2023,False,GVD_Late,both
29009,hri,158,0.19552311590928895,1.2913520347148666,2.1075855242262405,0.3729574396442405,"BAIAP2L1,C15ORF39,CTTN,DNAJC1,DOCK9,GOLGA8Q,HOXA9,IFI16,MARCKSL1,NCF1,NDUFA4,PMVK,RET,SEPHS1,SNAP25,SORD",16,The_Kinase_Library_2023,False,GVD_Late,both
29010,hipk2,159,0.1978223967911665,1.3283166109253066,2.1523851573644524,0.3729574396442405,"BBC3,BCL11A,CBX6,CDC42EP1,DNMBP,KSR1,NCF1,NFIX,PDLIM2,PIK3AP1,PPP1R13L,SOBP,STK32C",13,The_Kinase_Library_2023,False,GVD_Late,both
29011,plk4,160,0.19813073492139655,1.2879588289424355,2.0849840582981445,0.3729574396442405,"AKT3,CORO1C,DOCK7,DOCK9,FLT3,FTH1,GPRC5C,IL16,MAP3K20,MYC,PDLIM1,PTEN,RUNX2,RUNX3,SGPL1,SH3PXD2B",16,The_Kinase_Library_2023,False,GVD_Late,both
29012,akt2,161,0.1984253392907069,1.2771525423728813,2.0655929249532576,0.3729574396442405,"APOBEC3B,CDKN1A,CHN2,CLIC6,GAS7,IFI16,IKZF2,KANK1,KSR1,MARCKSL1,MYOF,NCF1,PPP1R13L,STK32C,TBC1D4,TCOF1,ZNF512B",17,The_Kinase_Library_2023,False,GVD_Late,both
29013,perk,162,0.2007549459708622,1.2845826959034505,2.0626162685691947,0.3729574396442405,"APBB1IP,BANK1,CTTN,DBN1,HCK,KSR1,MAP3K20,MYOF,PACSIN3,PDLIM2,PHKA1,PTPN22,RET,SELPLG,SEPHS1,SNAP25",16,The_Kinase_Library_2023,False,GVD_Late,both
29014,ikkb,163,0.20158093551402045,1.2950205710692855,2.0740587314316627,0.3729574396442405,"APOBR,DOCK7,ERH,IFI16,KANK1,LPP,MAP3K20,PIK3AP1,PLEKHO1,PLSCR1,PTGFRN,SENP6,SLK,TBC1D4,USP28",15,The_Kinase_Library_2023,False,GVD_Late,both
29015,stk33,164,0.20207322702487077,1.282900991443705,2.051519224017629,0.3729574396442405,"BAIAP2L1,BATF,CDC42EP1,CDKN1A,CHN2,DOCK7,GPRC5C,HOXA9,IFI16,KSR1,NCF1,NTHL1,PLEKHO1,SLK,STK39,TBC1D4",16,The_Kinase_Library_2023,False,GVD_Late,both
29016,prkd3,165,0.20339559998198337,1.281223507070433,2.040479668096682,0.3729574396442405,"APOBEC3B,APOBEC3G,CHN2,DNAJC1,GAS7,IFI16,IL16,KANK1,KSR1,MYOF,NCF1,NTHL1,PPP1R13L,RFTN1,TBC1D4,TCOF1",16,The_Kinase_Library_2023,False,GVD_Late,both
29017,ck1g3,166,0.20432651808892383,1.2913889229678703,2.050772081377581,0.3729574396442405,"ATF4,BAIAP2L1,CORO1C,DOCK7,DOCK9,EPB41L3,FTH1,IFI16,IKZF2,NCF1,PACSIN3,PLSCR1,PTEN,SELPLG,SLK",15,The_Kinase_Library_2023,False,GVD_Late,both
29018,mark4,167,0.20708938844348235,1.2877768261348341,2.0277395082711673,0.3757370341220069,"ATF4,BAIAP2L1,BCL11A,DOCK7,EPB41L3,FRMD4A,FYTTD1,KANK1,NCF1,PLEKHO1,PPP1R13L,RAB18,SENP6,TCOF1,TP53I11",15,The_Kinase_Library_2023,False,GVD_Late,both
29019,akt1,168,0.21126342209676385,1.2616318486401261,1.9613952951821039,0.37904526462560967,"APOBEC3B,CDKN1A,CHN2,DOCK7,GAS7,IFI16,KANK1,MARCKSL1,MYOF,NCF1,PPP1R13L,PTPN22,SLK,TBC1D4,TCOF1,TFEB,ZNF512B",17,The_Kinase_Library_2023,False,GVD_Late,both
29020,chak1,169,0.21141468555025753,1.2712463397394904,1.9754325790297667,0.37904526462560967,"AKAP7,BAIAP2L1,BATF,CDKN1A,CHN2,DOCK7,EPB41L3,GAS7,HOXA9,IFI16,NCF1,SH2D4A,SLK,STK39,TBC1D4,TCOF1",16,The_Kinase_Library_2023,False,GVD_Late,both
29021,tssk1,170,0.2127651572455242,1.2695979561651203,1.964786973001996,0.3792226037964343,"APOBEC3B,DDB2,DNMBP,DOCK7,FYTTD1,INPP5F,KANK1,MAP3K20,PPP1R13L,RAB18,SENP6,SLK,TBC1D4,TFAM,TP53I11,TRIM22",16,The_Kinase_Library_2023,False,GVD_Late,both
29022,p70s6k,171,0.216840095687398,1.2646773167219263,1.9331795283135267,0.3819915639144279,"APOBEC3B,CDKN1A,FRMD4A,GAS7,KANK1,KSR1,NCF1,PHKA1,PHYKPL,PIK3AP1,PLEKHO1,PTGFRN,SLK,TBC1D4,TCOF1,ZNF512B",16,The_Kinase_Library_2023,False,GVD_Late,both
29023,ulk2,172,0.216840095687398,1.2646773167219263,1.9331795283135267,0.3819915639144279,"CDC42EP1,CTTN,DOCK7,DOCK9,GPRC5C,HOXA9,JUND,LAIR1,MAP3K20,PLEKHO1,PMVK,SEPHS1,SORBS3,STK39,TBC1D4,TCOF1",16,The_Kinase_Library_2023,False,GVD_Late,both
29024,camlck,173,0.2195761172756637,1.2614171650018375,1.9123794788267139,0.38236530766969024,"APOBEC3B,APOBEC3G,CDC42EP1,CDKN1A,CHN2,CLIC6,DOCK7,GAS7,KSR1,MYOF,NCF1,PPP1R13L,PRDX2,SLK,TFEB,ZNF512B",16,The_Kinase_Library_2023,False,GVD_Late,both
29025,yank3,174,0.2195761172756637,1.2614171650018375,1.9123794788267139,0.38236530766969024,"APOBEC3B,APOBEC3G,APOBR,CDKN1A,DOCK7,NCF1,PDLIM2,PHKA1,PPP1R13L,PTGFRN,RET,RUNX2,RUNX3,SLK,TBC1D4,TFEB",16,The_Kinase_Library_2023,False,GVD_Late,both
29026,mlk2,175,0.22401952449134688,1.2665061208107566,1.8947211060124645,0.38787380526216064,"BANK1,CDC42EP1,DOCK9,GAS7,HMGA2,IFI16,MYC,PCK2,PIP4K2A,PPP1R13L,SH3PXD2B,SORBS3,TBC1D4,TFEB,TRIM9",15,The_Kinase_Library_2023,False,GVD_Late,both
29027,mnk2,176,0.229859611545678,1.24049955396967,1.8238897983223996,0.395724217604207,"APOBEC3B,ARRB1,CHN2,GAS7,IFI16,KANK1,KSR1,MARCKSL1,NCF1,NFIX,NKD2,PDLIM2,PPP1R13L,PTPN22,TFAM,TRIM22,UACA",17,The_Kinase_Library_2023,False,GVD_Late,both
29028,dnapk,177,0.23416379711509697,1.25440759299027,1.8210666804947147,0.4008566696377084,"APOBR,CDC42EP1,DBN1,DOCK7,FERMT1,FRMD4A,IL16,MARCKSL1,NCF1,PLEKHO1,SLC2A3,SORBS3,STK39,UPF3A,USP28",15,The_Kinase_Library_2023,False,GVD_Late,both
29029,cdk13,178,0.23608579680054959,1.2631328783010438,1.8234080905476442,0.40187638444138496,"BBC3,BCL11A,CLIC6,DNAJC1,DPYSL3,HMGA2,MYC,NCF1,PPP1R13L,RUNX2,RUNX3,SH3PXD2B,SORBS3,TFEB",14,The_Kinase_Library_2023,False,GVD_Late,both
29030,clk4,179,0.24842086738331587,1.248453743913673,1.7386352925458013,0.41911302169838316,"CHN2,CLIC6,GAS7,HMGN3,IKZF2,MMP14,NCF1,NDUFA7,NKD2,PIK3AP1,PPP1R13L,RUNX2,RUNX3,SOBP",14,The_Kinase_Library_2023,False,GVD_Late,both
29031,pkacb,180,0.2489780326921088,1.2375045794734914,1.7206147453119116,0.41911302169838316,"CDKN1A,CLIC6,GAS7,IFI16,KANK1,LPP,NCF1,NDUFA7,NKD2,PPP1R13L,RET,SENP6,STK32C,TCOF1,UPF3A",15,The_Kinase_Library_2023,False,GVD_Late,both
29033,brsk1,182,0.2565201146272384,1.2292162292162292,1.6724079254239326,0.4247300258582144,"ACOT7,CDKN1A,DOCK7,FYTTD1,MYOF,PLEKHO1,PPP1R13L,RAB18,RET,SENP6,SLK,TCEA1,TFAM,TP53I11,USP28",15,The_Kinase_Library_2023,False,GVD_Late,both
29034,prkd2,183,0.2565201146272384,1.2292162292162292,1.6724079254239326,0.4247300258582144,"ALDH1A3,CHN2,CLIC6,DOCK7,GAS7,IFI16,KANK1,KSR1,MAP3K20,MYC,NTHL1,PPP1R13L,RFTN1,TCOF1,TRIM22",15,The_Kinase_Library_2023,False,GVD_Late,both
29035,mekk1,184,0.2608797195663091,1.2158936979939368,1.6337912825431673,0.42960084254669384,"BAIAP2L1,BANK1,CDC42EP1,CSRP2,CTTN,DBN1,DOCK7,GIPC3,LPP,MAP3K20,NCF1,PIP4K2A,PLSCR1,RET,SLK,TCEA1",16,The_Kinase_Library_2023,False,GVD_Late,both
29036,camkk1,185,0.274962764183253,1.2097527876995557,1.5619355274337248,0.45034441917581436,"AKT3,ATF4,BAIAP2L1,BANK1,CDKN1A,DBN1,DNMBP,DOCK7,FAS,FRMD4A,GPRC5C,IFI16,PODXL,SNAP25,SORBS3",15,The_Kinase_Library_2023,False,GVD_Late,both
29037,yank2,186,0.27727205264813476,1.1994397224079203,1.538588638797693,0.4516851180235744,"APOBR,CDC42EP1,DNAJC1,DOCK7,IL16,PDLIM2,PIK3AP1,PLEKHO1,PODXL,PPP1R13L,PTEN,PTGFRN,RUNX2,RUNX3,SLK,TBC1D4",16,The_Kinase_Library_2023,False,GVD_Late,both
29038,alphak3,187,0.2851790522072914,1.2080263721053064,1.5156358429352768,0.46208156587598553,"ATF4,BAIAP2L1,CTTN,EPHB3,EPHB4,MYC,NCF1,PIK3AP1,PRKACB,PTEN,RUNX2,SLK,TCOF1,TRIM16",14,The_Kinase_Library_2023,False,GVD_Late,both
29039,mnk1,188,0.29247606354341704,1.1848472453827519,1.456618560574611,0.47138429390242215,"APOBEC3B,ARRB1,CDKN1A,CHN2,DOCK7,GAS7,IFI16,KANK1,MARCKSL1,NCF1,NKD2,PPP1R13L,PTPN22,STK39,TRIM22,UACA",16,The_Kinase_Library_2023,False,GVD_Late,both
29040,mrckb,189,0.29554890447620136,1.181969425871865,1.4407273054396974,0.4738164976523228,"APOBEC3B,CDC42EP1,CDKN1A,CHN2,GAS7,IFI16,KANK1,KSR1,MARCKSL1,MYOF,NCF1,PRKACB,PTPN22,SLC27A2,TBC1D4,TCOF1",16,The_Kinase_Library_2023,False,GVD_Late,both
29041,rsk2,190,0.2986315559281491,1.1862405145987236,1.4336247104048097,0.4762387444538378,"CDKN1A,CLIC6,DOCK7,GAS7,IFI16,KANK1,NCF1,NKD2,PPP1R13L,PTGFRN,RET,SDC2,STK32C,TCOF1,ZNF512B",15,The_Kinase_Library_2023,False,GVD_Late,both
29042,ck1g1,191,0.30502151020922447,1.1879194630872483,1.410503472393359,0.48149204490938885,"CORO1C,CTTN,DOCK7,DOCK9,MYOF,NCF1,PACSIN3,PDLIM2,PLEKHO1,PTEN,PTPN22,SDC2,SLK,TCOF1",14,The_Kinase_Library_2023,False,GVD_Late,both
29043,atm,192,0.3066929526980596,1.1862729306487696,1.402065687517429,0.48149204490938885,"APOBR,CTTN,DBN1,DNMT3B,FRMD4A,GAS7,HMGA2,IL16,MAML3,MARCKSL1,MYOF,NCF1,SLK,USP28",14,The_Kinase_Library_2023,False,GVD_Late,both
29044,gak,193,0.3066929526980596,1.1862729306487696,1.402065687517429,0.48149204490938885,"ARRB1,BCL11A,CAPG,CDKN1A,DOCK7,EPHB4,FRMD4A,GAS7,HMGA2,ITGB1,PRKACB,RFTN1,SLK,TCOF1",14,The_Kinase_Library_2023,False,GVD_Late,both
29045,sstk,194,0.3098847224991786,1.1755657686607133,1.3772398524955982,0.4817600183001352,"APOBEC3B,CDKN1A,DDB2,DNMBP,FYTTD1,INPP5F,KANK1,MYC,NCF1,NKD2,RAB18,SENP6,SLK,TFAM,TP53I11",15,The_Kinase_Library_2023,False,GVD_Late,both
29046,pbk,195,0.3100435761337504,1.1829930029987148,1.3853349928701222,0.4817600183001352,"BCL11A,CAPG,CDKN1A,DOCK7,EPHB4,GAS7,HOXA10,ITGB1,LPP,MVP,PHKA1,SORBS3,TCOF1,TRIM22",14,The_Kinase_Library_2023,False,GVD_Late,both
29047,pim3,196,0.31677478601810427,1.176485210042257,1.3524452931749409,0.48531607439389235,"APOBR,CLIC6,DOCK7,GAS7,IFI16,KANK1,KSR1,MVP,MYOF,NCF1,PHKA1,SORBS3,TBC1D4,TCOF1",14,The_Kinase_Library_2023,False,GVD_Late,both
29048,mark2,197,0.31846362358836644,1.1748690078285,1.3443403636194422,0.48531607439389235,"ATF4,DOCK7,EPB41L3,FRMD4A,FYTTD1,KANK1,NCF1,PACSIN3,PLEKHO1,PPP1R13L,RAB18,SENP6,SLK,TP53I11",14,The_Kinase_Library_2023,False,GVD_Late,both
29049,hipk4,198,0.3204418496904894,1.1905,1.3548538290418846,0.48531607439389235,"BCL11A,CDC42EP1,KSR1,NCF1,PACSIN3,PDLIM2,PIK3AP1,PPP1R13L,SOBP,STK32C,USP28,ZNF579",12,The_Kinase_Library_2023,False,GVD_Late,both
29050,mrcka,199,0.32288869578906965,1.1635894969228302,1.3153769660808223,0.48531607439389235,"APOBEC3B,CDKN1A,CHN2,GAS7,IFI16,KANK1,KSR1,MARCKSL1,MYOF,PPP1R13L,PRKACB,PTPN22,SLC27A2,TBC1D4,TCOF1",15,The_Kinase_Library_2023,False,GVD_Late,both
29051,bike,200,0.32354404959592825,1.1700459201695514,1.3203032273418704,0.48531607439389235,"BCL11A,CAPG,CDKN1A,DOCK7,FYTTD1,GAS7,HMGA2,LPP,NCF1,PMVK,RFTN1,SLK,SNX9,TCOF1",14,The_Kinase_Library_2023,False,GVD_Late,both
29052,mark1,201,0.32354404959592825,1.1700459201695514,1.3203032273418704,0.48531607439389235,"ATF4,CDC42EP3,CDKN1A,DOCK7,EPB41L3,FRMD4A,FYTTD1,KANK1,NCF1,PLEKHO1,PPP1R13L,RAB18,SENP6,TP53I11",14,The_Kinase_Library_2023,False,GVD_Late,both
29053,qsk,202,0.32354404959592825,1.1700459201695514,1.3203032273418704,0.48531607439389235,"ATF4,DOCK7,EPB41L3,FRMD4A,FYTTD1,KANK1,MAP3K20,NCF1,PPP1R13L,RAB18,SENP6,TCEA1,TCOF1,TP53I11",14,The_Kinase_Library_2023,False,GVD_Late,both
29054,mark3,203,0.3286445928866302,1.1652607598054308,1.2966769769680708,0.490538481008123,"ATF4,BAIAP2L1,DOCK7,EPB41L3,FRMD4A,FYTTD1,KANK1,NCF1,PLEKHO1,PPP1R13L,RAB18,SENP6,TCOF1,TP53I11",14,The_Kinase_Library_2023,False,GVD_Late,both
29055,gcn2,204,0.3303490767403837,1.1636740574159317,1.2888916410938245,0.4906655404526288,"AKT3,CTTN,EPHB4,MAP3K20,MATK,PACSIN3,PDLIM2,PHKA1,PMVK,SDC2,SEPHS1,SLK,STK39,TRIM9",14,The_Kinase_Library_2023,False,GVD_Late,both
29056,chak2,205,0.34061863237712375,1.154240390482001,1.243107444640265,0.5034509541964317,"ATF4,BATF,CDC42EP1,GAS7,IFI16,MARCKSL1,MYC,NCF1,NFIX,PDLIM2,SSBP4,STK39,TCOF1,TNFAIP3",14,The_Kinase_Library_2023,False,GVD_Late,both
