,term_name,rank,p_value,z_score,combined_score,adj_p_value,genes,n_genes,db,significant,sample_id,direction
29655,positive regulation of angiogenesis (go:0045766),542,0.07412539638841416,2.3064737314985577,6.001437900874066,0.3129346925559361,"ANXA3,EMILIN2,GATA2,GRN,LRG1",5,GO_Biological_Process_2023,False,GVD_Late,up
29661,secondary alcohol biosynthetic process (go:1902653),548,0.07416529413830687,4.764705882352941,12.395186867615251,0.3129346925559361,"FDFT1,HMGCS1",2,GO_Biological_Process_2023,False,GVD_Late,up
29664,negative regulation of antigen receptor-mediated signaling pathway (go:0050858),551,0.07416529413830687,4.764705882352941,12.395186867615251,0.3129346925559361,"LGALS3,PTPRJ",2,GO_Biological_Process_2023,False,GVD_Late,up
29666,positive regulation of natural killer cell mediated immunity (go:0002717),553,0.07416529413830687,4.764705882352941,12.395186867615251,0.3129346925559361,"HLA-F,HLA-G",2,GO_Biological_Process_2023,False,GVD_Late,up
29671,endomembrane system organization (go:0010256),558,0.07756384614511112,1.9507176553247014,4.987309824329034,0.32061830893482895,"PLEKHA3,PLEKHF2,SNX10,SRGN,TOR1A,TOR1AIP2,TOR1B",7,GO_Biological_Process_2023,False,GVD_Late,up
29674,glycoprotein metabolic process (go:0009100),561,0.07763446881291308,3.148632707774799,8.047098410165553,0.32061830893482895,"HPSE,MAN2B1,ST3GAL4",3,GO_Biological_Process_2023,False,GVD_Late,up
29682,cholesterol biosynthetic process (go:0006695),569,0.07964438600820929,4.557312252964427,11.530837307559999,0.32061830893482895,"FDFT1,HMGCS1",2,GO_Biological_Process_2023,False,GVD_Late,up
29685,"wound healing, spreading of cells (go:0044319)",572,0.07964438600820929,4.557312252964427,11.530837307559999,0.32061830893482895,"LRG1,TOR1A",2,GO_Biological_Process_2023,False,GVD_Late,up
29689,proteoglycan metabolic process (go:0006029),576,0.07964438600820929,4.557312252964427,11.530837307559999,0.32061830893482895,"CHST12,HPSE",2,GO_Biological_Process_2023,False,GVD_Late,up
29692,regulation of lipid metabolic process (go:0019216),579,0.08110778051213381,3.0867371077117176,7.7538107218867225,0.32061830893482895,"CAV1,IRS2,MBOAT7",3,GO_Biological_Process_2023,False,GVD_Late,up
29694,regulation of smooth muscle cell proliferation (go:0048660),581,0.08110778051213381,3.0867371077117176,7.7538107218867225,0.32061830893482895,"APOE,CTNNB1,ELANE",3,GO_Biological_Process_2023,False,GVD_Late,up
29695,negative regulation of protein catabolic process (go:0042177),582,0.08110778051213381,3.0867371077117176,7.7538107218867225,0.32061830893482895,"CTSA,NQO1,RILP",3,GO_Biological_Process_2023,False,GVD_Late,up
29698,regulation of type ii interferon production (go:0032649),585,0.08152235433344025,2.5315455369866564,6.346275838099536,0.32061830893482895,"CD244,GAS6,HLA-A,PYCARD",4,GO_Biological_Process_2023,False,GVD_Late,up
29700,phosphatidylcholine metabolic process (go:0046470),587,0.08464723054832556,3.027222107651062,7.475007202453374,0.32061830893482895,"CHKA,LPCAT2,MBOAT7",3,GO_Biological_Process_2023,False,GVD_Late,up
29705,negative regulation of receptor-mediated endocytosis (go:0048261),592,0.0852449121763659,4.367201426024955,10.753040592240872,0.32061830893482895,"LRPAP1,RIN3",2,GO_Biological_Process_2023,False,GVD_Late,up
29712,vesicle-mediated transport (go:0016192),599,0.0890115610936247,1.5884491448401223,3.8424410366351758,0.32061830893482895,"ARFGAP3,PLEKHF2,PLIN3,PRKCI,RAB11FIP3,RAB3IP,RAB5B,RILP,RIN3,RUBCN,SNX17,SORT1",12,GO_Biological_Process_2023,False,GVD_Late,up
29740,induction of bacterial agglutination (go:0043152),627,0.0905398365388017,13.08,31.417706678318265,0.32061830893482895,RNASE3,1,GO_Biological_Process_2023,False,GVD_Late,up
29771,regulation of immunoglobulin production (go:0002637),658,0.09096039907920703,4.192299465240642,10.050329645948004,0.32061830893482895,"DNAJB9,MZB1",2,GO_Biological_Process_2023,False,GVD_Late,up
29773,myeloid cell development (go:0061515),660,0.09096039907920703,4.192299465240642,10.050329645948004,0.32061830893482895,"GP1BB,TLR2",2,GO_Biological_Process_2023,False,GVD_Late,up
29776,positive regulation of immune system process (go:0002684),663,0.09096039907920703,4.192299465240642,10.050329645948004,0.32061830893482895,"HLA-G,TGFB2",2,GO_Biological_Process_2023,False,GVD_Late,up
29777,positive regulation of response to wounding (go:1903036),664,0.09096039907920703,4.192299465240642,10.050329645948004,0.32061830893482895,"GRN,VTN",2,GO_Biological_Process_2023,False,GVD_Late,up
29780,striated muscle contraction (go:0006941),667,0.09191946580612474,2.9148048853142687,6.957180054043435,0.32206162608304395,"ATP1A2,ATP1B1,GRK2",3,GO_Biological_Process_2023,False,GVD_Late,up
29788,glycosaminoglycan biosynthetic process (go:0006024),675,0.0956496593994879,2.861662198391421,6.716501876441637,0.33100582127719774,"CHST12,EXT2,ST3GAL4",3,GO_Biological_Process_2023,False,GVD_Late,up
29792,apoptotic cell clearance (go:0043277),679,0.09678457246431951,4.030851501439737,9.413117205047868,0.33100582127719774,"GAS6,TYROBP",2,GO_Biological_Process_2023,False,GVD_Late,up
29794,sterol biosynthetic process (go:0016126),681,0.09678457246431951,4.030851501439737,9.413117205047868,0.33100582127719774,"FDFT1,HMGCS1",2,GO_Biological_Process_2023,False,GVD_Late,up
29795,negative regulation of wound healing (go:0061045),682,0.09678457246431951,4.030851501439737,9.413117205047868,0.33100582127719774,"APOE,VTN",2,GO_Biological_Process_2023,False,GVD_Late,up
29800,protein targeting to mitochondrion (go:0006626),687,0.09944081214534964,2.8104174645729607,6.486984976256447,0.33100582127719774,"DNAJC15,ROMO1,TIMM17A",3,GO_Biological_Process_2023,False,GVD_Late,up
29807,vacuolar acidification (go:0007035),694,0.10271135224486744,3.881362646068528,8.833331759685533,0.33100582127719774,"GRN,TCIRG1",2,GO_Biological_Process_2023,False,GVD_Late,up
29816,n-acetylneuraminate catabolic process (go:0019262),703,0.1076419347670886,10.463466666666667,23.322491488137125,0.33100582127719774,RENBP,1,GO_Biological_Process_2023,False,GVD_Late,up
29821,regulation of osteoclast development (go:2001204),708,0.1076419347670886,10.463466666666667,23.322491488137125,0.33100582127719774,TYROBP,1,GO_Biological_Process_2023,False,GVD_Late,up
29827,regulation of transforming growth factor beta1 production (go:0032908),714,0.1076419347670886,10.463466666666667,23.322491488137125,0.33100582127719774,TYROBP,1,GO_Biological_Process_2023,False,GVD_Late,up
29833,ganglioside catabolic process (go:0006689),720,0.1076419347670886,10.463466666666667,23.322491488137125,0.33100582127719774,NEU1,1,GO_Biological_Process_2023,False,GVD_Late,up
29838,interleukin-3-mediated signaling pathway (go:0038156),725,0.1076419347670886,10.463466666666667,23.322491488137125,0.33100582127719774,FCER1G,1,GO_Biological_Process_2023,False,GVD_Late,up
29846,negative regulation of lipoprotein particle clearance (go:0010985),733,0.1076419347670886,10.463466666666667,23.322491488137125,0.33100582127719774,LRPAP1,1,GO_Biological_Process_2023,False,GVD_Late,up
29870,proteoglycan catabolic process (go:0030167),757,0.1076419347670886,10.463466666666667,23.322491488137125,0.33100582127719774,HPSE,1,GO_Biological_Process_2023,False,GVD_Late,up
29886,positive regulation of protein-containing complex assembly (go:0031334),773,0.11331308721019467,2.234042553191489,4.864852422711767,0.33676268063580256,"BCL2L11,FSCN1,LGALS3,TFRC",4,GO_Biological_Process_2023,False,GVD_Late,up
29887,regulation of protein kinase b signaling (go:0051896),774,0.11394976900402326,2.0054114112878336,4.355748672985929,0.33676268063580256,"CIB1,GAS6,HLA-G,HPSE,PTPRJ",5,GO_Biological_Process_2023,False,GVD_Late,up
29888,regulation of extrinsic apoptotic signaling pathway via death domain receptors (go:1902041),775,0.11484935119174776,3.613313664023603,7.81969494951784,0.33676268063580256,"LGALS3,TMC8",2,GO_Biological_Process_2023,False,GVD_Late,up
29894,positive regulation of extrinsic apoptotic signaling pathway (go:2001238),781,0.11484935119174776,3.613313664023603,7.81969494951784,0.33676268063580256,"CAV1,PYCARD",2,GO_Biological_Process_2023,False,GVD_Late,up
29900,protein localization to organelle (go:0033365),787,0.11656066116126487,1.990116801437556,4.277444501613136,0.33676268063580256,"CALR,SNX10,SORL1,TOR1A,TOR1B",5,GO_Biological_Process_2023,False,GVD_Late,up
29903,regulation of cell migration (go:0030334),790,0.11929603065589241,1.5000781209312015,3.189386930179512,0.33676268063580256,"ACTG1,APLP2,CAV1,CIB1,EMILIN2,GRN,HSPA5,NAV3,PECAM1,PTPRJ,SORL1,STAT3",12,GO_Biological_Process_2023,False,GVD_Late,up
29910,positive regulation of t cell proliferation (go:0042102),797,0.12339205759212299,2.537663236184381,5.309777455229006,0.33676268063580256,"PNP,PYCARD,TFRC",3,GO_Biological_Process_2023,False,GVD_Late,up
29920,amino sugar catabolic process (go:0046348),807,0.12442327461097558,8.719111111111111,18.171203202027012,0.33676268063580256,RENBP,1,GO_Biological_Process_2023,False,GVD_Late,up
29936,glycoside catabolic process (go:0016139),823,0.12442327461097558,8.719111111111111,18.171203202027012,0.33676268063580256,GUSB,1,GO_Biological_Process_2023,False,GVD_Late,up
29939,very-low-density lipoprotein particle remodeling (go:0034372),826,0.12442327461097558,8.719111111111111,18.171203202027012,0.33676268063580256,APOE,1,GO_Biological_Process_2023,False,GVD_Late,up
29940,"heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process (go:0015014)",827,0.12442327461097558,8.719111111111111,18.171203202027012,0.33676268063580256,EXT2,1,GO_Biological_Process_2023,False,GVD_Late,up
29946,negative regulation of t cell mediated cytotoxicity (go:0001915),833,0.12442327461097558,8.719111111111111,18.171203202027012,0.33676268063580256,HLA-G,1,GO_Biological_Process_2023,False,GVD_Late,up
29962,"positive regulation of cd4-positive, alpha-beta t cell differentiation (go:0043372)",849,0.12442327461097558,8.719111111111111,18.171203202027012,0.33676268063580256,ZBTB7B,1,GO_Biological_Process_2023,False,GVD_Late,up
29963,positive regulation of coa-transferase activity (go:1905920),850,0.12442327461097558,8.719111111111111,18.171203202027012,0.33676268063580256,APOE,1,GO_Biological_Process_2023,False,GVD_Late,up
29972,"post-translational protein targeting to membrane, translocation (go:0031204)",859,0.12442327461097558,8.719111111111111,18.171203202027012,0.33676268063580256,HYOU1,1,GO_Biological_Process_2023,False,GVD_Late,up
29975,regulation of cdc42 protein signal transduction (go:0032489),862,0.12442327461097558,8.719111111111111,18.171203202027012,0.33676268063580256,APOE,1,GO_Biological_Process_2023,False,GVD_Late,up
29976,regulation of coa-transferase activity (go:1905918),863,0.12442327461097558,8.719111111111111,18.171203202027012,0.33676268063580256,APOE,1,GO_Biological_Process_2023,False,GVD_Late,up
29981,calcium ion homeostasis (go:0055074),868,0.12604857722665966,2.1424182576256308,4.437136557497706,0.339034358173549,"ATP1B1,CALR,CAV1,ELANE",4,GO_Biological_Process_2023,False,GVD_Late,up
29985,glycolipid metabolic process (go:0006664),872,0.127329449347803,3.3798516474038296,6.9657980702469615,0.339034358173549,"GALC,ST3GAL4",2,GO_Biological_Process_2023,False,GVD_Late,up
29995,negative regulation of immune response (go:0050777),882,0.127571802008989,2.497255202349036,5.142038052959768,0.339034358173549,"HLA-G,LGALS3,SPI1",3,GO_Biological_Process_2023,False,GVD_Late,up
29996,regulation of protein phosphorylation (go:0001932),883,0.12809604555122334,1.638216883776011,3.366494643378062,0.34004205070449317,"BST1,CCNYL1,CIB1,F2,GAS6,PECAM1,TFRC,WDFY2",8,GO_Biological_Process_2023,False,GVD_Late,up
30008,regulation of endopeptidase activity (go:0052548),895,0.14040520113367985,2.383378016085791,4.679101926262187,0.3447242398931168,"PRELID1,PSMB9,VTN",3,GO_Biological_Process_2023,False,GVD_Late,up
30010,phospholipid metabolic process (go:0006644),897,0.14040520113367985,2.383378016085791,4.679101926262187,0.3447242398931168,"FDFT1,GPX4,PLD1",3,GO_Biological_Process_2023,False,GVD_Late,up
30020,angiotensin maturation (go:0002003),907,0.1408898557242346,7.473142857142857,14.645692435046675,0.3447242398931168,CTSG,1,GO_Biological_Process_2023,False,GVD_Late,up
30037,immune response-inhibiting cell surface receptor signaling pathway (go:0002767),924,0.1408898557242346,7.473142857142857,14.645692435046675,0.3447242398931168,HLA-G,1,GO_Biological_Process_2023,False,GVD_Late,up
30042,multi-pass transmembrane protein insertion into er membrane (go:0160063),929,0.1408898557242346,7.473142857142857,14.645692435046675,0.3447242398931168,TMEM147,1,GO_Biological_Process_2023,False,GVD_Late,up
30053,"positive regulation of cd8-positive, alpha-beta t cell activation (go:2001187)",940,0.1408898557242346,7.473142857142857,14.645692435046675,0.3447242398931168,HLA-A,1,GO_Biological_Process_2023,False,GVD_Late,up
30067,positive regulation of ubiquitin protein ligase activity (go:1904668),954,0.1408898557242346,7.473142857142857,14.645692435046675,0.3447242398931168,CDC20,1,GO_Biological_Process_2023,False,GVD_Late,up
30070,regulation of angiotensin levels in blood (go:0002002),957,0.1408898557242346,7.473142857142857,14.645692435046675,0.3447242398931168,CTSG,1,GO_Biological_Process_2023,False,GVD_Late,up
30073,positive regulation of cell migration (go:0030335),960,0.1421144522490006,1.5942028985507246,3.1104852155066176,0.3469961209079765,"CAV1,CIB1,GRN,HSPA5,PECAM1,STAT3,TGFB2,VTN",8,GO_Biological_Process_2023,False,GVD_Late,up
30075,sulfur compound biosynthetic process (go:0044272),962,0.14477637786538372,2.3476851666599976,4.537054063499773,0.35166407224503565,"CHST12,EXT2,ST3GAL4",3,GO_Biological_Process_2023,False,GVD_Late,up
30087,positive regulation of cell-substrate adhesion (go:0010811),974,0.14919190386038644,2.313042106923198,4.400613163091116,0.3536216499569046,"CALR,CIB1,P4HB",3,GO_Biological_Process_2023,False,GVD_Late,up
30088,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (go:0043280),975,0.14968934635769338,1.9988735279057859,3.796246925316036,0.3536216499569046,"CTSD,GSN,IFT57,PYCARD",4,GO_Biological_Process_2023,False,GVD_Late,up
30092,positive regulation of immune effector process (go:0002699),979,0.15314998957294837,2.9929717341482047,5.615825142487218,0.3536216499569046,"APLP2,PTPRJ",2,GO_Biological_Process_2023,False,GVD_Late,up
30099,negative regulation of inflammatory response (go:0050728),986,0.15673689911694771,1.9613104210632097,3.6346743499410263,0.3536216499569046,"APOE,ELANE,GRN,STAT3",4,GO_Biological_Process_2023,False,GVD_Late,up
30116,regulation of receptor binding (go:1900120),1003,0.15704756600204767,6.538666666666667,12.104422570450135,0.3536216499569046,B2M,1,GO_Biological_Process_2023,False,GVD_Late,up
30127,glycosphingolipid catabolic process (go:0046479),1014,0.15704756600204767,6.538666666666667,12.104422570450135,0.3536216499569046,NEU1,1,GO_Biological_Process_2023,False,GVD_Late,up
30138,negative regulation of receptor binding (go:1900121),1025,0.15704756600204767,6.538666666666667,12.104422570450135,0.3536216499569046,B2M,1,GO_Biological_Process_2023,False,GVD_Late,up
30140,negative regulation of transforming growth factor beta production (go:0071635),1027,0.15704756600204767,6.538666666666667,12.104422570450135,0.3536216499569046,TYROBP,1,GO_Biological_Process_2023,False,GVD_Late,up
30154,regulation of signal transduction (go:0009966),1041,0.1570478402752294,1.6855325914149444,3.1202660320786357,0.3536216499569046,"BST1,IGFBP7,INPP5D,MZB1,USP20,ZDHHC7",6,GO_Biological_Process_2023,False,GVD_Late,up
30156,sterol homeostasis (go:0055092),1043,0.1581504016698963,2.2467253925698967,4.143430716413817,0.3544020473367466,"ABCD1,APOE,CAV1",3,GO_Biological_Process_2023,False,GVD_Late,up
30163,positive regulation of production of molecular mediator of immune response (go:0002702),1050,0.1597562511274232,2.9096850861556742,5.3366710369948365,0.3566368120406476,"DNAJB9,MZB1",2,GO_Biological_Process_2023,False,GVD_Late,up
30170,negative regulation of lymphocyte proliferation (go:0050672),1057,0.16641394303729062,2.8309004191357134,5.076588502825662,0.36231294398682434,"HLA-G,TYROBP",2,GO_Biological_Process_2023,False,GVD_Late,up
30198,serine family amino acid biosynthetic process (go:0009070),1085,0.17290218365705476,5.811851851851852,10.19997003605467,0.36231294398682434,SERINC5,1,GO_Biological_Process_2023,False,GVD_Late,up
30212,negative regulation of b cell proliferation (go:0030889),1099,0.17290218365705476,5.811851851851852,10.19997003605467,0.36231294398682434,TYROBP,1,GO_Biological_Process_2023,False,GVD_Late,up
30236,positive regulation of endothelial cell proliferation (go:0001938),1123,0.1765381936199225,2.124846025650315,3.684946291995886,0.36848221357533245,"EGFL7,GATA2,LRG1",3,GO_Biological_Process_2023,False,GVD_Late,up
30244,positive regulation of response to biotic stimulus (go:0002833),1131,0.1798667488619783,2.685451803098862,4.606997264146775,0.3699738565710225,"EMILIN2,GRN",2,GO_Biological_Process_2023,False,GVD_Late,up
30248,positive regulation of protein localization to membrane (go:1905477),1135,0.18594542144456544,2.068717369832087,3.4802075371435737,0.3699738565710225,"CIB1,LGALS3,PRKCI",3,GO_Biological_Process_2023,False,GVD_Late,up
30296,phospholipid efflux (go:0033700),1183,0.1884593791577649,5.2304,8.728872243435209,0.3699738565710225,APOE,1,GO_Biological_Process_2023,False,GVD_Late,up
30304,"regulation of cd4-positive, alpha-beta t cell differentiation (go:0043370)",1191,0.1884593791577649,5.2304,8.728872243435209,0.3699738565710225,ZBTB7B,1,GO_Biological_Process_2023,False,GVD_Late,up
30309,positive regulation of intracellular signal transduction (go:1902533),1196,0.19174924709536556,1.3368199035812671,2.207847323857343,0.3758028722337265,"AGT,CAV1,CXXC5,GAS6,HPSE,PTPRJ,PYCARD,S100A13,S100B,TFRC,TGFB2,TLR2,WLS",13,GO_Biological_Process_2023,False,GVD_Late,up
30318,fatty acid metabolic process (go:0006631),1205,0.19752484725622999,1.7774740295243303,2.882868942206091,0.37989716553452807,"ABCD1,ALKBH7,CPT1B,GPX4",4,GO_Biological_Process_2023,False,GVD_Late,up
30344,fatty acid transmembrane transport (go:1902001),1231,0.20372471718297858,4.754666666666667,7.5646063040985885,0.37989716553452807,CPT1B,1,GO_Biological_Process_2023,False,GVD_Late,up
30345,fibrinolysis (go:0042730),1232,0.20372471718297858,4.754666666666667,7.5646063040985885,0.37989716553452807,F2,1,GO_Biological_Process_2023,False,GVD_Late,up
30359,positive regulation by symbiont of entry into host (go:0075294),1246,0.20372471718297858,4.754666666666667,7.5646063040985885,0.37989716553452807,P4HB,1,GO_Biological_Process_2023,False,GVD_Late,up
30360,"positive regulation of cd4-positive, alpha-beta t cell activation (go:2000516)",1247,0.20372471718297858,4.754666666666667,7.5646063040985885,0.37989716553452807,ZBTB7B,1,GO_Biological_Process_2023,False,GVD_Late,up
30363,positive regulation of fatty acid oxidation (go:0046321),1250,0.20372471718297858,4.754666666666667,7.5646063040985885,0.37989716553452807,IRS2,1,GO_Biological_Process_2023,False,GVD_Late,up
30368,positive regulation of viral entry into host cell (go:0046598),1255,0.20372471718297858,4.754666666666667,7.5646063040985885,0.37989716553452807,P4HB,1,GO_Biological_Process_2023,False,GVD_Late,up
30374,hexose metabolic process (go:0019318),1261,0.20721164763788152,2.435144882477304,3.832953490277715,0.38456381794393846,"FBP1,IRS2",2,GO_Biological_Process_2023,False,GVD_Late,up
30387,regulation of immune effector process (go:0002697),1274,0.2187036586060384,4.358222222222222,6.624661745252306,0.39222752545719514,CD59,1,GO_Biological_Process_2023,False,GVD_Late,up
30397,regulation of response to endoplasmic reticulum stress (go:1905897),1284,0.2187036586060384,4.358222222222222,6.624661745252306,0.39222752545719514,MANF,1,GO_Biological_Process_2023,False,GVD_Late,up
30399,chondroitin sulfate biosynthetic process (go:0030206),1286,0.2187036586060384,4.358222222222222,6.624661745252306,0.39222752545719514,CHST12,1,GO_Biological_Process_2023,False,GVD_Late,up
30405,immune response-regulating cell surface receptor signaling pathway (go:0002768),1292,0.2187036586060384,4.358222222222222,6.624661745252306,0.39222752545719514,HLA-G,1,GO_Biological_Process_2023,False,GVD_Late,up
30413,negative regulation of neuroinflammatory response (go:0150079),1300,0.2187036586060384,4.358222222222222,6.624661745252306,0.39222752545719514,GRN,1,GO_Biological_Process_2023,False,GVD_Late,up
30418,positive regulation of leukocyte degranulation (go:0043302),1305,0.2187036586060384,4.358222222222222,6.624661745252306,0.39222752545719514,HLA-F,1,GO_Biological_Process_2023,False,GVD_Late,up
30426,negative regulation of tumor necrosis factor production (go:0032720),1313,0.22104533286845415,2.326678550207962,3.511859455981653,0.3943152665476838,"GAS6,ORM1",2,GO_Biological_Process_2023,False,GVD_Late,up
30430,"retrograde vesicle-mediated transport, golgi to endoplasmic reticulum (go:0006890)",1317,0.22799067664504677,2.2759823296907697,3.3649273106696223,0.4013890407132309,"LMAN2,TAPBP",2,GO_Biological_Process_2023,False,GVD_Late,up
30431,oligosaccharide metabolic process (go:0009311),1318,0.22799067664504677,2.2759823296907697,3.3649273106696223,0.4013890407132309,"NEU1,ST3GAL4",2,GO_Biological_Process_2023,False,GVD_Late,up
30443,regulation of mast cell degranulation (go:0043304),1330,0.2334015624966441,4.022769230769231,5.853108572443737,0.4013890407132309,CD84,1,GO_Biological_Process_2023,False,GVD_Late,up
30445,"blood coagulation, fibrin clot formation (go:0072378)",1332,0.2334015624966441,4.022769230769231,5.853108572443737,0.4013890407132309,GP1BB,1,GO_Biological_Process_2023,False,GVD_Late,up
30472,protein activation cascade (go:0072376),1359,0.2334015624966441,4.022769230769231,5.853108572443737,0.4013890407132309,GP1BB,1,GO_Biological_Process_2023,False,GVD_Late,up
30480,negative regulation of tumor necrosis factor superfamily cytokine production (go:1903556),1367,0.2349508334093044,2.227443395153032,3.2261822511773017,0.4028710706008848,"GAS6,ORM1",2,GO_Biological_Process_2023,False,GVD_Late,up
30481,positive regulation of cell motility (go:2000147),1368,0.2374116110986613,1.4639094908862351,2.105043128395265,0.40679299445560096,"CAV1,CIB1,GRN,HSPA5,PECAM1,STAT3",6,GO_Biological_Process_2023,False,GVD_Late,up
30493,regulation of lipoprotein lipase activity (go:0051004),1380,0.24782368781571948,3.735238095238095,5.2107980430569505,0.4125701166477603,SORT1,1,GO_Biological_Process_2023,False,GVD_Late,up
30498,ceramide catabolic process (go:0046514),1385,0.24782368781571948,3.735238095238095,5.2107980430569505,0.4125701166477603,NEU1,1,GO_Biological_Process_2023,False,GVD_Late,up
30499,epiboly involved in wound healing (go:0090505),1386,0.24782368781571948,3.735238095238095,5.2107980430569505,0.4125701166477603,TOR1A,1,GO_Biological_Process_2023,False,GVD_Late,up
30503,high-density lipoprotein particle remodeling (go:0034375),1390,0.24782368781571948,3.735238095238095,5.2107980430569505,0.4125701166477603,APOE,1,GO_Biological_Process_2023,False,GVD_Late,up
30510,phagosome maturation (go:0090382),1397,0.24782368781571948,3.735238095238095,5.2107980430569505,0.4125701166477603,RAB31,1,GO_Biological_Process_2023,False,GVD_Late,up
30527,positive regulation of protein kinase b signaling (go:0051897),1414,0.25478680493630945,1.7456657730116174,2.3868979389937186,0.4220502529580373,"GAS6,HPSE,PTPRJ",3,GO_Biological_Process_2023,False,GVD_Late,up
30535,macromolecule biosynthetic process (go:0009059),1422,0.2618427122365344,1.4723341106635572,1.9729443316322337,0.4220502529580373,"APOE,EEF1A1P5,EXT2,ST3GAL4,TYMS",5,GO_Biological_Process_2023,False,GVD_Late,up
30540,chondroitin sulfate metabolic process (go:0030204),1427,0.26197519543393205,3.4860444444444445,4.669575544892206,0.4220502529580373,CHST12,1,GO_Biological_Process_2023,False,GVD_Late,up
30542,reverse cholesterol transport (go:0043691),1429,0.26197519543393205,3.4860444444444445,4.669575544892206,0.4220502529580373,APOE,1,GO_Biological_Process_2023,False,GVD_Late,up
30550,negative regulation of interleukin-10 production (go:0032693),1437,0.26197519543393205,3.4860444444444445,4.669575544892206,0.4220502529580373,TYROBP,1,GO_Biological_Process_2023,False,GVD_Late,up
30559,positive regulation of smooth muscle cell migration (go:0014911),1446,0.26197519543393205,3.4860444444444445,4.669575544892206,0.4220502529580373,VTN,1,GO_Biological_Process_2023,False,GVD_Late,up
30565,regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (go:1903587),1452,0.26197519543393205,3.4860444444444445,4.669575544892206,0.4220502529580373,GATA2,1,GO_Biological_Process_2023,False,GVD_Late,up
30571,negative regulation of cysteine-type endopeptidase activity (go:2000117),1458,0.26288113025543275,2.0523225332913912,2.742012344969394,0.4220502529580373,"CDKN2D,GAS6",2,GO_Biological_Process_2023,False,GVD_Late,up
30585,monocarboxylic acid metabolic process (go:0032787),1472,0.27511621414518944,1.671039872226342,2.156580014307973,0.42850797579254846,"ALKBH7,CPT1B,ME1",3,GO_Biological_Process_2023,False,GVD_Late,up
30614,positive regulation of regulatory t cell differentiation (go:0045591),1501,0.2758611499449469,3.268,4.2087187013814145,0.42850797579254846,HLA-G,1,GO_Biological_Process_2023,False,GVD_Late,up
30627,peptide metabolic process (go:0006518),1514,0.28384761667167036,1.9380075262428205,2.4405672693623774,0.436932650459026,"ANPEP,CPM",2,GO_Biological_Process_2023,False,GVD_Late,up
30659,positive regulation of interleukin-4 production (go:0032753),1546,0.2894865214005407,3.075607843137255,3.8126666250014973,0.436932650459026,FCER1G,1,GO_Biological_Process_2023,False,GVD_Late,up
30662,positive regulation of response to endoplasmic reticulum stress (go:1905898),1549,0.2894865214005407,3.075607843137255,3.8126666250014973,0.436932650459026,BCL2L11,1,GO_Biological_Process_2023,False,GVD_Late,up
30673,regulation of neuron death (go:1901214),1560,0.29779743482297694,1.868601986249045,2.2635156421703164,0.443961790092583,"SORL1,TYROBP",2,GO_Biological_Process_2023,False,GVD_Late,up
30681,regulation of granulocyte chemotaxis (go:0071622),1568,0.3028561870128158,2.9045925925925924,3.469527766819997,0.443961790092583,BST1,1,GO_Biological_Process_2023,False,GVD_Late,up
30691,chondroitin sulfate proteoglycan biosynthetic process (go:0050650),1578,0.3028561870128158,2.9045925925925924,3.469527766819997,0.443961790092583,CHST12,1,GO_Biological_Process_2023,False,GVD_Late,up
30698,ganglioside metabolic process (go:0001573),1585,0.3028561870128158,2.9045925925925924,3.469527766819997,0.443961790092583,NEU1,1,GO_Biological_Process_2023,False,GVD_Late,up
30707,phosphatidylcholine biosynthetic process (go:0006656),1594,0.3028561870128158,2.9045925925925924,3.469527766819997,0.443961790092583,CHKA,1,GO_Biological_Process_2023,False,GVD_Late,up
30720,sterol metabolic process (go:0016125),1607,0.3117044096661504,1.8039830352203576,2.1029029252269056,0.4538267419995232,"APOE,OSBPL5",2,GO_Biological_Process_2023,False,GVD_Late,up
30721,negative regulation of peptidase activity (go:0010466),1608,0.3117044096661504,1.8039830352203576,2.1029029252269056,0.4538267419995232,"CSTB,VTN",2,GO_Biological_Process_2023,False,GVD_Late,up
30730,endothelial cell development (go:0001885),1617,0.31597493299625506,2.751578947368421,3.1700731781374905,0.4538267419995232,PECAM1,1,GO_Biological_Process_2023,False,GVD_Late,up
30734,negative regulation of b cell activation (go:0050869),1621,0.31597493299625506,2.751578947368421,3.1700731781374905,0.4538267419995232,TYROBP,1,GO_Biological_Process_2023,False,GVD_Late,up
30741,positive regulation of protein processing (go:0010954),1628,0.31597493299625506,2.751578947368421,3.1700731781374905,0.4538267419995232,GSN,1,GO_Biological_Process_2023,False,GVD_Late,up
30747,fatty acid catabolic process (go:0009062),1634,0.31863674069477615,1.773316414393184,2.0281483120409005,0.4570896696380387,"AIG1,ECI2",2,GO_Biological_Process_2023,False,GVD_Late,up
30752,regulation of lipopolysaccharide-mediated signaling pathway (go:0031664),1639,0.3288474562843451,2.6138666666666666,2.9070413355194438,0.4642999374881345,LILRA2,1,GO_Biological_Process_2023,False,GVD_Late,up
30753,regulation of membrane protein ectodomain proteolysis (go:0051043),1640,0.3288474562843451,2.6138666666666666,2.9070413355194438,0.4642999374881345,APOE,1,GO_Biological_Process_2023,False,GVD_Late,up
